"JSON_parentId","geometry_type","properties_level_id","properties_location_type","properties_parent_station","properties_platform_code","properties_stop_code","properties_stop_desc","properties_stop_id","properties_stop_name","properties_stop_timezone","properties_stop_url","properties_wheelchair_boarding","properties_zone_id","type"
"stops.geometry_a85c8f0520d02a144c0bcd1bedeecdcc","Point","","0","","A","","","U1870Z1","Říčany,Štefánikova","","","0","1","Feature"
"stops.geometry_183a11c0e823ea98198fd0dde48d7c46","Point","","0","","A","","","U1870Z11N","Říčany,Štefánikova","","","0","","Feature"
"stops.geometry_e7f258bb8083ce983993200d9663c13c","Point","","0","","B","","","U1870Z12N","Říčany,Štefánikova","","","0","","Feature"
"stops.geometry_c914d67982933de47b84e800934ce754","Point","","0","","B","","","U1870Z2","Říčany,Štefánikova","","","0","1","Feature"
"stops.geometry_a6c40fea76674530e624d1caf1946297","Point","","0","","A","","","U1871Z1","Petříkov,Radimovice","","","0","2","Feature"
"stops.geometry_ad2ad9ec0e9a8c252e39c26b21c3323a","Point","","0","","B","","","U1871Z2","Petříkov,Radimovice","","","0","2","Feature"
"stops.geometry_bbfec920a3c5f715a730b6c49e9428db","Point","","0","","A","","","U1872Z1","Popovičky,Chomutovice","","","0","2","Feature"
"stops.geometry_c0402e8467c822d5aa5d2a6f64afd63b","Point","","0","","B","","","U1872Z2","Popovičky,Chomutovice","","","0","2","Feature"
"stops.geometry_f0cebd238745cd1d9292ea23f7cbb274","Point","","0","","A","","","U1873Z1","Popovičky,Nebřenice","","","0","2","Feature"
"stops.geometry_0a7a15202aecd804bbd92151cabcab5c","Point","","0","","B","","","U1873Z2","Popovičky,Nebřenice","","","0","2","Feature"
"stops.geometry_1b85ca63809754e78e225a0499b4fbf8","Point","","0","","A","","","U1874Z1","Popovičky,rozc.","","","0","2","Feature"
"stops.geometry_4692adb991d5a2211e5ce2b0c41af67e","Point","","0","","B","","","U1874Z2","Popovičky,rozc.","","","0","2","Feature"
"stops.geometry_2558ad91a907435e2e82e493861358e8","Point","","0","","A","","","U1875Z1","Říčany,U Větrníku","","","0","1","Feature"
"stops.geometry_178b0e68242a63a5602e6073777cb2a3","Point","","0","","B","","","U1875Z2","Říčany,U Větrníku","","","0","1","Feature"
"stops.geometry_94f28be3195aa481d5c6d21dbbfdc65c","Point","","0","","A","","","U1876Z1","Říčany,Prům.zóna Zděbrady","","","0","1","Feature"
"stops.geometry_e541b4ed974ffb00347a4f3f431019de","Point","","0","","A","","","U1876Z11N","Říčany,Prům.zóna Zděbrady","","","0","","Feature"
"stops.geometry_d6dc59b97028975871abf87171b76457","Point","","0","","B","","","U1876Z12N","Říčany,Prům.zóna Zděbrady","","","0","","Feature"
"stops.geometry_70aa3a95969bf7fa34458435a889424d","Point","","0","","B","","","U1876Z2","Říčany,Prům.zóna Zděbrady","","","0","1","Feature"
"stops.geometry_a54a4632e2c59e43f25725b10d690b05","Point","","0","","A","","","U1877Z1","Říčany,Jažlovice","","","0","1","Feature"
"stops.geometry_dbd91d16f0fb787dd4a4252e89298614","Point","","0","","A","","","U1877Z11N","Říčany,Jažlovice","","","0","","Feature"
"stops.geometry_46cca5ea6131459a63bcc8d735757bb7","Point","","0","","B","","","U1877Z12N","Říčany,Jažlovice","","","0","","Feature"
"stops.geometry_ef431f3afc8b6ac41f44a1a60037b253","Point","","0","","B","","","U1877Z2","Říčany,Jažlovice","","","0","1","Feature"
"stops.geometry_680fb875a32973b4f97a397747f26904","Point","","0","","C","","","U1877Z3","Říčany,Jažlovice","","","0","1","Feature"
"stops.geometry_5172d1f28d29097c7aef5c35d75e75c4","Point","","0","","D","","","U1877Z4","Říčany,Jažlovice","","","0","1","Feature"
"stops.geometry_08d8d8d80a10ccc3b17d7d9454da421e","Point","","0","","A","","","U1878Z1","Říčany,K Žel.st.","","","0","1","Feature"
"stops.geometry_a4f9a5d0ff8bff490f4c45238fb20e2c","Point","","0","","A","","","U1878Z11N","Říčany,K Žel.st.","","","0","","Feature"
"stops.geometry_82649c73e246e68eee8cb6a9e5251b66","Point","","0","","B","","","U1878Z12N","Říčany,K Žel.st.","","","0","","Feature"
"stops.geometry_43382439f14aa22abe653764880e48dc","Point","","0","","A","","","U1878Z13N","Říčany,K Žel.st.","","","0","","Feature"
"stops.geometry_7c0bfd97a8ea93e610c52013b340b396","Point","","0","","B","","","U1878Z2","Říčany,K Žel.st.","","","0","1","Feature"
"stops.geometry_10126a6a3f5b06553312e558f6d4959a","Point","","0","","A","","","U1879Z1","Říčany,Pivoňková","","","0","1","Feature"
"stops.geometry_c32c76c857cce47b8134c02f9b6b7e74","Point","","0","","A","","","U1879Z11N","Říčany,Pivoňková","","","0","","Feature"
"stops.geometry_6d61af7f5839b64fe8900419ea30bd99","Point","","0","","B","","","U1879Z12N","Říčany,Pivoňková","","","0","","Feature"
"stops.geometry_0ce20168744b393e8b64e2549b5a3dec","Point","","0","","B","","","U1879Z2","Říčany,Pivoňková","","","0","1","Feature"
"stops.geometry_06683a6d213f240c11b89fb9e97228e4","Point","","0","","A","","","U187Z1P","Chotkovy sady","","","2","P","Feature"
"stops.geometry_75d1413162204fd11d5ee55edd86619f","Point","","0","","B","","","U187Z2P","Chotkovy sady","","","1","P","Feature"
"stops.geometry_4fddc10e14b9940642a32bc5145e8e79","Point","","0","","A","","","U1880Z1","Kamenné Zboží","","","2","5","Feature"
"stops.geometry_0c4ad3fc3822e2418c56526be55ad669","Point","","0","","A","","","U1881Z1","Říčany,Nám.","","","0","1","Feature"
"stops.geometry_3fa252c7cce905341a5e85187223e68f","Point","","0","","A","","","U1881Z11N","Říčany,Nám.","","","0","","Feature"
"stops.geometry_82c58200ae383bc35b9b43b46f83845e","Point","","0","","B","","","U1881Z12N","Říčany,Nám.","","","0","","Feature"
"stops.geometry_3f4469a10e59b196a08897ed5f1e760c","Point","","0","","13","","","U1881Z13N","Říčany,Masarykovo nám. - Na Růžku","","","0","","Feature"
"stops.geometry_fea68ef83f666fea30aaee44ed9e61d3","Point","","0","","B","","","U1881Z2","Říčany,Nám.","","","0","1","Feature"
"stops.geometry_ef113e030cc0ec721da04a7bea30b630","Point","","0","","A","","","U1882Z1","Říčany,U Nem.","","","0","1","Feature"
"stops.geometry_d4e0090f5424a1631e1fc839f01f2195","Point","","0","","B","","","U1882Z2","Říčany,U Nem.","","","0","1","Feature"
"stops.geometry_5a8ef01126db0f104dfab0d03ca71f42","Point","","0","","A","","","U1883Z1","Říčany,Park A.Švehly","","","0","1","Feature"
"stops.geometry_27673b98c0294891a02b61cf9239633f","Point","","0","","A","","","U1883Z11N","Říčany,Park A.Švehly","","","0","","Feature"
"stops.geometry_f1e4c8b44e00b766f0877fef34129169","Point","","0","","A","","","U1884Z1","Říčany,Pod Lihovarem","","","2","1","Feature"
"stops.geometry_e2dd21ad9eacd96be15e1ded6b956b3c","Point","","0","","A","","","U1884Z11N","Říčany,Pod Lihovarem","","","2","","Feature"
"stops.geometry_f59cc72dda34d4bc52463531c34ba0b3","Point","","0","","B","","","U1884Z12N","Říčany,Pod Lihovarem","","","0","","Feature"
"stops.geometry_c4bfa47f7090a699baa979b38ab47097","Point","","0","","B","","","U1884Z2","Říčany,Pod Lihovarem","","","0","1","Feature"
"stops.geometry_739c5fc65d66140fa5389b18b6536445","Point","","0","","A","","","U1885Z1","Říčany,Prům.areál Černokostelecká","","","0","1","Feature"
"stops.geometry_7e2bfa0f2db62658783d9dc738c06767","Point","","0","","B","","","U1885Z2","Říčany,Prům.areál Černokostelecká","","","0","1","Feature"
"stops.geometry_bc5373cae62bc2576c7d8dcc12d42cf1","Point","","0","","A","","","U1886Z1","Říčany,Rychta","","","0","1","Feature"
"stops.geometry_3a83cbeec62252aafb31012ba86d4a93","Point","","0","","B","","","U1886Z2","Říčany,Rychta","","","0","1","Feature"
"stops.geometry_41eb1557d9aea679108a9c34e47f750a","Point","","0","","A","","","U1887Z1","Jizbice,Zavadilka","","","2","5","Feature"
"stops.geometry_231bb19311eae57b6b134c9bb4e988b7","Point","","0","","B","","","U1887Z2","Jizbice,Zavadilka","","","2","5","Feature"
"stops.geometry_ce8b1e1f6af8b38b2352b9bda34c9aef","Point","","0","","A","","","U1888Z1","Říčany,Spojovací ZŠ","","","0","1","Feature"
"stops.geometry_813f2a712ed375cd51a0640398896a45","Point","","0","","A","","","U1888Z11N","Říčany,Spojovací ZŠ","","","0","","Feature"
"stops.geometry_1c1d35e3c2e9294269e1e294e3d1583f","Point","","0","","B","","","U1888Z2","Říčany,Spojovací ZŠ","","","0","1","Feature"
"stops.geometry_4625cf1e1528d0e9295d8eff46e5387e","Point","","0","","A","","","U1889Z1","Říčany,U Lípy","","","0","1","Feature"
"stops.geometry_00edd206480093c2d319eb1908377950","Point","","0","","A","","","U1889Z11N","Říčany,U Lípy","","","0","","Feature"
"stops.geometry_604c421bb5c59b44367c75c3321f2f41","Point","","0","","B","","","U1889Z12N","Říčany,U Lípy","","","0","","Feature"
"stops.geometry_b44824810e8594b1eb9d13d1d52ce1e0","Point","","0","","B","","","U1889Z2","Říčany,U Lípy","","","0","1","Feature"
"stops.geometry_f948a57d4d537eb8f56ea4bc541fe5b6","Point","","0","","A","","","U188Z1","Chvaly","","","0","0","Feature"
"stops.geometry_6c1523ca979115010c4cedc6225371f0","Point","","0","","A","","","U188Z1P","Chvaly","","","0","P","Feature"
"stops.geometry_4ad611eca908c240f5387812f9c3775d","Point","","0","","B","","","U188Z2","Chvaly","","","0","0","Feature"
"stops.geometry_1fc15d96a56e6feb4c34616948208aa1","Point","","0","","B","","","U188Z2P","Chvaly","","","0","P","Feature"
"stops.geometry_739091be982bb7a24e2a8c9744a531f6","Point","","0","","B","","","U1890Z1","Říčany,U Milána","","","0","1","Feature"
"stops.geometry_653895070b98e0903c16210fffc3a2ac","Point","","0","","B","","","U1890Z11N","Říčany,U Milána","","","0","","Feature"
"stops.geometry_04c1e8c4cbb65d94bf5f852dc2233273","Point","","0","","A","","","U1891Z1","Říčany,U Podjezdu","","","0","1","Feature"
"stops.geometry_28d67e8c163536625096e52c4afe51d4","Point","","0","","A","","","U1891Z11N","Říčany,U Podjezdu","","","0","","Feature"
"stops.geometry_bd16b3759480b8c9da34c5cd9e5a024d","Point","","0","","B","","","U1891Z2","Říčany,U Podjezdu","","","0","1","Feature"
"stops.geometry_5b6866c3436ab2b0cf59039e30b0f075","Point","","0","","A","","","U1892Z1","Říčany,Voděrádky","","","0","1","Feature"
"stops.geometry_97408483f1fc86541414f2260a61af21","Point","","0","","A","","","U1892Z11N","Říčany,Voděrádky","","","0","","Feature"
"stops.geometry_34cb49e0963633bec8c3734826397b4c","Point","","0","","B","","","U1892Z12N","Říčany,Voděrádky","","","0","","Feature"
"stops.geometry_548d74434c95910ff9902eb9234ff7d9","Point","","0","","B","","","U1892Z2","Říčany,Voděrádky","","","0","1","Feature"
"stops.geometry_78bf5edd7153906fdd6676dc8b19d1c7","Point","","0","","A","","","U1893Z1","Strančice,Otice","","","0","1","Feature"
"stops.geometry_395b2e649af84664ee667b5da16e81ea","Point","","0","","A","","","U1894Z1","Říčany,Sídl.Olivovna","","","0","1","Feature"
"stops.geometry_76e59573d53d3b698ee6461c8b0d0c30","Point","","0","","A","","","U1894Z11N","Říčany,Sídl.Olivovna","","","0","","Feature"
"stops.geometry_31e16e9a258de774a1c8732d5f699e7d","Point","","0","","B","","","U1894Z12N","Říčany,Sídl.Olivovna","","","0","","Feature"
"stops.geometry_2c12019bb3b4b43a95ac4181c0e1cee7","Point","","0","","B","","","U1894Z2","Říčany,Sídl.Olivovna","","","0","1","Feature"
"stops.geometry_a613c8a33e697851a60c677563c03b25","Point","","0","","A","","","U1895Z1","Kladno,Rakovnická","","","2","3","Feature"
"stops.geometry_51f93d47236522abac2f25dd05fb1f32","Point","","0","","B","","","U1895Z2","Kladno,Rakovnická","","","2","3","Feature"
"stops.geometry_ebcee8f00b7ec6f07f7ef688d46a5ade","Point","","0","","A","","","U1896Z1","Herink","","","0","1","Feature"
"stops.geometry_cda1b579d6883ab484cf405dbc9a2668","Point","","0","","B","","","U1896Z2","Herink","","","0","1","Feature"
"stops.geometry_44b3397a6752798abcea6e0aa5eb5143","Point","","0","","A","","","U1897Z1","Říčany,Strašín,Rest.","","","0","1","Feature"
"stops.geometry_9ef955f15337c6864849ace802e015b7","Point","","0","","A","","","U1897Z11N","Říčany,Strašín,Rest.","","","0","","Feature"
"stops.geometry_bfde76fa15fdde52b7b011d16574f8d5","Point","","0","","B","","","U1897Z12N","Říčany,Strašín,Rest.","","","0","","Feature"
"stops.geometry_5f841ddef0c6fd83d152909fab03bd0f","Point","","0","","B","","","U1897Z2","Říčany,Strašín,Rest.","","","0","1","Feature"
"stops.geometry_168903f51944e21ff1911610fac0c3fb","Point","","0","","A","","","U1898Z1","Říčany,Wolkerova","","","0","1","Feature"
"stops.geometry_f728f27e187df8642841fc4f06baf464","Point","","0","","B","","","U1898Z2","Říčany,Wolkerova","","","0","1","Feature"
"stops.geometry_d4ab31a6fc57ad5510877157af17d3ca","Point","","0","","A","","","U1899Z1","Říčany,Pod Kavčí Skálou","","","0","1","Feature"
"stops.geometry_710fd07c049b7c0918896964dadd54ac","Point","","0","","A","","","U1899Z11N","Říčany,Pod Kavčí Skálou","","","0","","Feature"
"stops.geometry_5bec3c0dce66547b27c088e70c78a8cf","Point","","0","","B","","","U1899Z12N","Říčany,Pod Kavčí Skálou","","","0","","Feature"
"stops.geometry_3b821c25d30fed0a6e5f29900f3a8d6f","Point","","0","","B","","","U1899Z2","Říčany,Pod Kavčí Skálou","","","0","1","Feature"
"stops.geometry_42b7c019abbc7ef1785559fd4b526594","Point","","0","","A","","","U189Z1P","Kavkazská","","","0","P","Feature"
"stops.geometry_5973ca9a47cdcf1434a5b009ce38a80a","Point","","0","","C","","","U189Z3P","Kavkazská","","","0","P","Feature"
"stops.geometry_85a2d865424f74406003e749364c5fd2","Point","","0","","A","","","U18Z1","Bazar","","","0","B","Feature"
"stops.geometry_9f58e3588c758dcb4decd6976575566a","Point","","0","","A","","","U18Z1P","Bazar","","","0","P","Feature"
"stops.geometry_49dff6985fabec5d1fbd860f420dec64","Point","","0","","B","","","U18Z2","Bazar","","","0","B","Feature"
"stops.geometry_158d67646454fb119325f33b50fa15d8","Point","","0","","B","","","U18Z2P","Bazar","","","0","P","Feature"
"stops.geometry_be28e09445568ed9db51617b992dde0a","Point","","0","","A","","","U1900Z1","Říčany,Komenského nám.","","","0","1","Feature"
"stops.geometry_addcf61f23c61150b868254db951e194","Point","","0","","A","","","U1900Z11N","Říčany,Komenského nám.","","","0","","Feature"
"stops.geometry_811392ab1d0eee62180205677ab328bb","Point","","0","","B","","","U1900Z12N","Říčany,Komenského nám.","","","0","","Feature"
"stops.geometry_278d6edcf0c917fd81cfaa8c0ce8efba","Point","","0","","B","","","U1900Z2","Říčany,Komenského nám.","","","0","1","Feature"
"stops.geometry_fabd2d58f429622b6da3299d72eec623","Point","","0","","A","","","U1901Z1","Strančice,Kašovice","","","0","1","Feature"
"stops.geometry_bf88dc64fb96091c3cf0af62a236575b","Point","","0","","B","","","U1901Z2","Strančice,Kašovice","","","0","1","Feature"
"stops.geometry_2aa7c175adbb6f4cb1e02d1d73c21fb0","Point","","0","","A","","","U1902Z1","Strančice,Předboř","","","0","1","Feature"
"stops.geometry_364496056b5a86d6a5691ae6783f44b1","Point","","0","","A","","","U1903Z1","Říčany,Marvánek","","","0","1","Feature"
"stops.geometry_412505283a95594faa704df6d31fd04a","Point","","0","","A","","","U1903Z11N","Říčany,Marvánek","","","0","","Feature"
"stops.geometry_6da8ce7bdf6bc3a983e3a65c00d12f74","Point","","0","","B","","","U1903Z12N","Říčany,Marvánek","","","0","","Feature"
"stops.geometry_49e32c92a92b3f80187388f662796f4b","Point","","0","","B","","","U1903Z2","Říčany,Marvánek","","","0","1","Feature"
"stops.geometry_30a537f34c8cc6803832362d5f0ae4f5","Point","","0","","A","","","U1904Z1","Zvole,Jílovská","","","0","2","Feature"
"stops.geometry_dab63b0a9cfc202551c48104562e3704","Point","","0","","B","","","U1904Z2","Zvole,Jílovská","","","0","2","Feature"
"stops.geometry_e294f72f8956bb88ec632806284ac44d","Point","","0","","A","","","U1905Z1","Zvole,Nová Zvole","","","0","2","Feature"
"stops.geometry_9d3243ada70f52be10fbfba9cd5cac40","Point","","0","","B","","","U1905Z2","Zvole,Nová Zvole","","","0","2","Feature"
"stops.geometry_ac7fd224e4d64c0190fea4daa84a54b1","Point","","0","","A","","","U1906Z1","Květnice,Za Mlýnem","","","0","1","Feature"
"stops.geometry_a577b1bdf247c420de686e553add448f","Point","","0","","B","","","U1906Z2","Květnice,Za Mlýnem","","","0","1","Feature"
"stops.geometry_ae46969947fdc05d4defa0e5f2bc4b90","Point","","0","","A","","","U1907Z1","Květnice,Na Ladech","","","0","1","Feature"
"stops.geometry_439d1a129a425f693bd595951449de61","Point","","0","","B","","","U1907Z2","Květnice,Na Ladech","","","0","1","Feature"
"stops.geometry_967182e981d27eb82baa38da7652f8b1","Point","","0","","A","","","U1908Z1","Mukařov,škola","","","0","2","Feature"
"stops.geometry_9acc909b64084c7cf70c70eb159feede","Point","","0","","B","","","U1908Z2","Mukařov,škola","","","0","2","Feature"
"stops.geometry_a8695ef3468b634df074ab88aae58fb8","Point","","0","","A","","","U1909Z1","Louňovice,I.hráz","","","2","2","Feature"
"stops.geometry_c358b057974c86d600b3296a4a10d58b","Point","","0","","B","","","U1909Z2","Louňovice,I.hráz","","","2","2","Feature"
"stops.geometry_9e82e8fa53118f7af505eb6d1e168060","Point","","0","","C","","","U1909Z3","Louňovice,I.hráz","","","2","2","Feature"
"stops.geometry_31207e3cf82cd9c82b5b1e0fb8070d28","Point","U190L2","3","U190S1","","","","U190N1","","","","0","","Feature"
"stops.geometry_7e732b54a3b75a29c06b3576c346e7a6","Point","U190L1","3","U190S1","","","","U190N2","","","","1","","Feature"
"stops.geometry_cffe5ab999b8458a12c204821d5fa140","Point","U190L2","3","U190S1","","","","U190N3","","","","1","","Feature"
"stops.geometry_5ef0fafbb95e2450e2143bd0ea6b3592","Point","U190L1","3","U190S1","","","","U190N4","","","","1","","Feature"
"stops.geometry_eb2aec17ccea4ff206921f86df1d3965","Point","U190L1","3","U190S1","","","","U190N5","","","","0","","Feature"
"stops.geometry_cbbba8a607632143d07102ac6b9ff629","Point","U190L1","3","U190S1","","","","U190N6","","","","0","","Feature"
"stops.geometry_e067cde36723744e6ada2693aae5ca4c","Point","","1","","","","","U190S1","I. P. Pavlova","","","1","P","Feature"
"stops.geometry_b22ef1122647b5f033fb6ea6568ca726","Point","U190L0","2","U190S1","","","","U190S1E1","E1",""," ","0","","Feature"
"stops.geometry_b62c6486f00e85430e1150eadd9b4ec6","Point","U190L0","2","U190S1","","","","U190S1E2","E2",""," ","0","","Feature"
"stops.geometry_0ee97db17b8b312fce3c290fa20779fe","Point","U190L0","2","U190S1","","","","U190S1E3","E3",""," ","0","","Feature"
"stops.geometry_2e5db64167b71be136d551c4019e3d0d","Point","U190L0","2","U190S1","","","","U190S1E4","E4",""," ","0","","Feature"
"stops.geometry_c4570149105d61b4cb33939734c4552a","Point","U190L0","2","U190S1","","","","U190S1E5","E5",""," ","1","","Feature"
"stops.geometry_19b1f605a63ccd7a1479397c32cb9ff5","Point","U190L2","0","U190S1","1","","","U190Z101P","I.P.Pavlova",""," ","1","P","Feature"
"stops.geometry_6f24f831c076766ec88549b87d96f28c","Point","U190L2","0","U190S1","2","","","U190Z102P","I.P.Pavlova",""," ","1","P","Feature"
"stops.geometry_210acb646c2a8afe03c376a17a230b24","Point","","0","","A","","","U190Z1P","I. P. Pavlova","","","1","P","Feature"
"stops.geometry_432407c078bd40d515f109f9f0d235d3","Point","","0","","B","","","U190Z2P","I. P. Pavlova","","","1","P","Feature"
"stops.geometry_c583d22df248a8a50f738d4312f33c79","Point","","0","","C","","","U190Z3P","I. P. Pavlova","","","2","P","Feature"
"stops.geometry_ee64d6a5a548875913866f834de477b0","Point","","0","","D","","","U190Z4P","I. P. Pavlova","","","1","P","Feature"
"stops.geometry_fa38595b05e1d0411e81e9b77c88e1d7","Point","","0","","E","","","U190Z5P","I. P. Pavlova","","","0","P","Feature"
"stops.geometry_e76864a03e56f925a6dc9dcbc5a5bac9","Point","","0","","F","","","U190Z6P","I. P. Pavlova","","","0","P","Feature"
"stops.geometry_10b90489608f0af94220d176158f0dab","Point","","0","","I","","","U190Z9P","I. P. Pavlova","","","0","P","Feature"
"stops.geometry_a0a8387ca109e16da3c6ab477a0a7adc","Point","","0","","A","","","U1910Z1","Louňovice","","","0","2","Feature"
"stops.geometry_d413e2625380cfeaea76725ae4ad95a9","Point","","0","","A","","","U1911Z1","Nespeky,Městečko","","","2","4","Feature"
"stops.geometry_4ead5f3a07893dd826fe8aeb74cd5b79","Point","","0","","B","","","U1911Z2","Nespeky,Městečko","","","2","4","Feature"
"stops.geometry_5357c5c50d99ad0394acf0529f02d318","Point","","0","","A","","","U1912Z1","Květnice,Rozc.","","","0","1","Feature"
"stops.geometry_ea8e54dde6d9f25f611a5d17e7cd522d","Point","","0","","B","","","U1912Z2","Květnice,Rozc.","","","0","1","Feature"
"stops.geometry_7c21442857bed89ca24284302a8fa1b6","Point","","0","","A","","","U1913Z1","Květnice","","","0","1","Feature"
"stops.geometry_1588f6f7ccc07bd9ad69e3a31c2599f4","Point","","0","","B","","","U1913Z2","Květnice","","","0","1","Feature"
"stops.geometry_f6308bfae2affe4b197896afc6d1b02d","Point","","0","","A","","","U1914Z1","Libčice n.Vlt.,Chýnov","","","2","2","Feature"
"stops.geometry_2dc36f851d1f7d71762deafd7865a183","Point","","0","","B","","","U1914Z2","Libčice n.Vlt.,Chýnov","","","2","2","Feature"
"stops.geometry_5b08f6d24f4db99613633bcdae719f0a","Point","","0","","A","","","U1915Z1","Smečno","","","2","4","Feature"
"stops.geometry_8028b48ef13c9409e2da0cf50be29c8b","Point","","0","","B","","","U1915Z2","Smečno","","","2","4","Feature"
"stops.geometry_dc378a5a348722a5dd540f9805296fe7","Point","","0","","C","","","U1915Z3","Smečno","","","2","4","Feature"
"stops.geometry_3d0b0a219c6581bda8e162dee22c2b47","Point","","0","","A","","","U1916Z1","Libčice n.Vlt.,Náměstí Svobody","","","2","2","Feature"
"stops.geometry_116e28fa76db3618629c235d39d5e6f2","Point","","0","","B","","","U1916Z2","Libčice n.Vlt.,Náměstí Svobody","","","2","2","Feature"
"stops.geometry_af04968109bae4a4713ed55a67e8c8f8","Point","","0","","A","","","U1917Z1","Jizbice,Hlavní silnice","","","2","5","Feature"
"stops.geometry_04defe1aeb1873179571f51d12febf89","Point","","0","","B","","","U1917Z2","Jizbice,Hlavní silnice","","","2","5","Feature"
"stops.geometry_53759137a03725c8066c24d285052b73","Point","","0","","A","","","U1918Z1","Kladno,Smečenská","","","2","3","Feature"
"stops.geometry_f7ab1fc75a9b029fa514b442fe43f888","Point","","0","","B","","","U1918Z2","Kladno,Smečenská","","","2","3","Feature"
"stops.geometry_0d4b2225b18156efc8eabab1a86dd0ad","Point","","0","","A","","","U1919Z1","Kladno,Doberská","","","2","3","Feature"
"stops.geometry_8af4817212f9dff584cc9c79bb671dfd","Point","","0","","B","","","U1919Z2","Kladno,Doberská","","","2","3","Feature"
"stops.geometry_064cbef6bcaa42446a3795b9288d2831","Point","","0","","A","","","U191Z1P","Italská","","","2","P","Feature"
"stops.geometry_287f0639c2f9248e1e0678a929efe667","Point","","0","","B","","","U191Z2P","Italská","","","2","P","Feature"
"stops.geometry_a89f60e97f21d3e8cebf850ed6501076","Point","","0","","A","","","U1920Z1","Kly,Záboří","","","0","3","Feature"
"stops.geometry_89f4deca3a74b16a7fff35a4974d69ae","Point","","0","","A","","","U1921Z1","Tuhaň,Červená Píska","","","0","3","Feature"
"stops.geometry_9ca1674def673685b9a0d0ecbde37104","Point","","0","","B","","","U1921Z2","Tuhaň,Červená Píska","","","0","3","Feature"
"stops.geometry_c9b36979ab2112d041725c38bc085486","Point","","0","","A","","","U1922Z1","Tuhaň","","","0","3","Feature"
"stops.geometry_09a7f62324355fc214a974a903adb3a6","Point","","0","","B","","","U1922Z2","Tuhaň","","","0","3","Feature"
"stops.geometry_fbafee57bc56d86dca35b36f7aa201b2","Point","","0","","A","","","U1923Z1","Nový Vestec,Na Pískách","","","0","3","Feature"
"stops.geometry_c40e339b5585340ad3443f77d796d880","Point","","0","","B","","","U1923Z2","Nový Vestec,Na Pískách","","","0","3","Feature"
"stops.geometry_04d46af5a778fe4f1c9fb65f0696675c","Point","","0","","A","","","U1924Z1","Brandýs n.L.-St.Bol.,Most","","","2","3","Feature"
"stops.geometry_4418b55f512f35ba0c5fa740b7405a4a","Point","","0","","B","","","U1924Z2","Brandýs n.L.-St.Bol.,Most","","","2","3","Feature"
"stops.geometry_1d57e2891f0eefc84065728442d04f33","Point","","0","","A","","","U1925Z1","Říčany,Kuříčko","","","0","1","Feature"
"stops.geometry_a99842d02345aeb7fbc20ac8db22f3b6","Point","","0","","A","","","U1925Z11N","Říčany,Kuříčko","","","0","","Feature"
"stops.geometry_5bcb01b9f2b0a7dea7b1aaad2d2583cc","Point","","0","","B","","","U1925Z2","Říčany,Kuříčko","","","0","1","Feature"
"stops.geometry_805e53a260092d4ac195df00837da280","Point","","0","","A","","","U1926Z1","Velké Přítočno","","","0","2","Feature"
"stops.geometry_88083261209f9251adae2d2c5afa2406","Point","","0","","B","","","U1926Z2","Velké Přítočno","","","0","2","Feature"
"stops.geometry_d5f1fa2bc2b2f6e99d524d3adadd9788","Point","","0","","A","","","U1927Z1","Strančice,Svojšovice","","","0","1","Feature"
"stops.geometry_8bd8015dababd3b56b686656415d164f","Point","","0","","B","","","U1927Z2","Strančice,Svojšovice","","","0","1","Feature"
"stops.geometry_b66f734471f51ea82a49dddaf00f336a","Point","","0","","A","","","U1928Z1","Světice","","","0","1","Feature"
"stops.geometry_cd8614cbff700bec405b24563232672b","Point","","0","","B","","","U1928Z2","Světice","","","0","1","Feature"
"stops.geometry_92cf90519e1f0112a42e12a3a1a2f6e7","Point","","0","","","","","U1928Z301","Světice","","","0","1","Feature"
"stops.geometry_072304c451d39ef6857ba4f170a0e8bb","Point","","0","","A","","","U1929Z1","Říčany,Černokostelecká","","","0","1","Feature"
"stops.geometry_bc0fd5648a778a3f53ee940d5e47ace9","Point","","0","","B","","","U1929Z2","Říčany,Černokostelecká","","","0","1","Feature"
"stops.geometry_79fab101b0a71423de03cd88ef760414","Point","","0","","A","","","U192Z1P","Poliklinika Zahradní Město","","","0","P","Feature"
"stops.geometry_4d862223457f6ff611eb0998dda3b8b2","Point","","0","","B","","","U192Z2P","Poliklinika Zahradní Město","","","0","P","Feature"
"stops.geometry_10a3b4af3b8416119854dbce1557c607","Point","","0","","B","","","U1931Z2","Jílové u Prahy,Luka p.Medníkem","","","0","3","Feature"
"stops.geometry_1f88f3acd52aa81a9e0eed00351b7ff7","Point","","0","","A","","","U1932Z1","Jílové u Prahy,Studené,Obec","","","0","3","Feature"
"stops.geometry_758daf2d81ca5b09bd06aae09183e9a5","Point","","0","","B","","","U1932Z2","Jílové u Prahy,Studené,Obec","","","0","3","Feature"
"stops.geometry_8349ba2b7497a41fa7a72001a337c964","Point","","0","","A","","","U1933Z1","Jílové u Prahy,Studené,Závod","","","0","3","Feature"
"stops.geometry_451d433a903abf41cebcd1bffdeb3975","Point","","0","","A","","","U1934Z1","Jílové u Prahy,Hřbitov","","","0","3","Feature"
"stops.geometry_6267d10754390bb38ca5a5d998a6d5bd","Point","","0","","B","","","U1934Z2","Jílové u Prahy,Hřbitov","","","0","3","Feature"
