"JSON_parentId","geometry_type","properties_level_id","properties_location_type","properties_parent_station","properties_platform_code","properties_stop_code","properties_stop_desc","properties_stop_id","properties_stop_name","properties_stop_timezone","properties_stop_url","properties_wheelchair_boarding","properties_zone_id","type"
"stops.geometry_fc9f44d67eb92b7104f2da8175c37fcb","Point","","0","","","","","T53986","Želenice u Slaného","","","0","","Feature"
"stops.geometry_6757f10d66f10c70338187d4bbf57e42","Point","","0","","","","","T54015","K.Hora hl.n.náv.L11a","","","0","","Feature"
"stops.geometry_8d211c28ea3e2eac832501a214884ec1","Point","","0","","","","","T54619","Louny předměstí","","","0","","Feature"
"stops.geometry_fa7e3caa3c6a350137fb0b0ccc226538","Point","","0","","","","","T56221","Luštěnice-Újezd","","","0","","Feature"
"stops.geometry_5af2e4dd8bc3af8d6fde3ea42f1c3ef6","Point","","0","","","","","T57106","Praha-Waltrovka","","","0","","Feature"
"stops.geometry_2c270482d39c727c7d0ef9ec301fc1aa","Point","","0","","","","","T57196","Praha-Malešice","","","0","","Feature"
"stops.geometry_feffd2e10f08bf99ac0828e026e4b125","Point","","0","","","","","T57278","Pha-Vršovice depo","","","0","","Feature"
"stops.geometry_3433ca4ad379ad24f621729bcd736dca","Point","","0","","","","","T57376","Praha-Modřany","","","0","","Feature"
"stops.geometry_7772cfbaf5a32eed1d6326801e6d965d","Point","","0","","","","","T58005","Hněvice seř.n.","","","0","","Feature"
"stops.geometry_04812b62ff406eac034843eef6a2d216","Point","","0","","","","","T58007","Kolín seř.n.","","","0","","Feature"
"stops.geometry_87461c2caf9cd0b6f661f2d0aa4967e7","Point","","0","","","","","T58053","Velký Osek-Kanín","","","0","","Feature"
"stops.geometry_c5e07502a4a9836117d0dbcc54cb6283","Point","","0","","","","","T58083","Nymburk předj.n.","","","0","","Feature"
"stops.geometry_e69876d37aaff0989630531994290438","Point","","0","","","","","T58091","Mladá Boleslav hl.n. kolej č.5c","","","0","","Feature"
"stops.geometry_1f4f5fc0abafcd43eae7ab5ee2ec97f2","Point","","0","","","","","T58104","Neratovice výhybka č. 104","","","0","","Feature"
"stops.geometry_d1a426febc6ef092c3bbdb5e3cc5c68a","Point","","0","","","","","T73205","Rokycany","","","0","","Feature"
"stops.geometry_17cad9dc70fe24c7c2c198cac9763f83","Point","","0","","","","","T78000","Beroun seřaďovací nádraží","","","0","","Feature"
"stops.geometry_a8dedeba965dc53af79e89a7f7663338","Point","U1000L2","3","U1000S1","","","","U1000N1","","","","1","","Feature"
"stops.geometry_81937d249cb56442a20f4e8712d0a12e","Point","U1000L1","3","U1000S1","","","","U1000N10","","","","1","","Feature"
"stops.geometry_d9cccb3588ed93268a649755340ce5e2","Point","U1000L1","3","U1000S1","","","","U1000N11","","","","1","","Feature"
"stops.geometry_991ea5edd6243b2f70428956f6ad4a78","Point","U1000L1","3","U1000S1","","","","U1000N12","","","","1","","Feature"
"stops.geometry_03b7d63a16e8af7a1eab6c27681aac93","Point","U1000L1","3","U1000S1","","","","U1000N2","","","","1","","Feature"
"stops.geometry_edc554a9fe1293bb4042e7c4cd167f1d","Point","U1000L1","3","U1000S1","","","","U1000N3","","","","1","","Feature"
"stops.geometry_7d7e07872040b77e8eb7077d09829420","Point","U1000L1","3","U1000S1","","","","U1000N4","","","","1","","Feature"
"stops.geometry_1b9b8bffd87cf40101aa97cc8d839abb","Point","U1000L1","3","U1000S1","","","","U1000N5","","","","1","","Feature"
"stops.geometry_7167d1cdc6b57fabdb7318fff332851a","Point","U1000L1","3","U1000S1","","","","U1000N6","","","","1","","Feature"
"stops.geometry_b0047246d092ffec9936df5b0cdcccdb","Point","U1000L1","3","U1000S1","","","","U1000N7","","","","2","","Feature"
"stops.geometry_89c1e95d1c8c6731da27839f34209b46","Point","U1000L1","3","U1000S1","","","","U1000N8","","","","1","","Feature"
"stops.geometry_8b1511dbc7adfd8a2a6642b5e6bdb0ad","Point","U1000L1","3","U1000S1","","","","U1000N9","","","","1","","Feature"
"stops.geometry_2921bbefe37e9606d703f43c41f5306f","Point","","1","","","","","U1000S1","Letňany","","","1","P,0","Feature"
"stops.geometry_c2d19232e7d2836a3019047b50f5efe9","Point","U1000L0","2","U1000S1","","","","U1000S1E1","BUS Kbely, Vinoř","","","2","","Feature"
"stops.geometry_762536c1c50ccf8a31e0ac4716ce6b6f","Point","U1000L0","2","U1000S1","","","","U1000S1E10","Parkoviště P+R","","","2","","Feature"
"stops.geometry_265f9bada9b5d30f9f611859745d700b","Point","U1000L0","2","U1000S1","","","","U1000S1E11","Parkoviště P+R","","","1","","Feature"
"stops.geometry_ecefec2ce0316c22d0d39c060e2c3c45","Point","U1000L0","2","U1000S1","","","","U1000S1E12","příměstské linky PID","","","2","","Feature"
"stops.geometry_d3c92d1c078f36710b6a728607bdbe0a","Point","U1000L0","2","U1000S1","","","","U1000S1E13","manipulační stání","","","2","","Feature"
"stops.geometry_3a4648051b1b5bf077da23028da5e18f","Point","U1000L0","2","U1000S1","","","","U1000S1E2","Listova ul.","","","1","","Feature"
"stops.geometry_b0bacdd273642fa7a54553c55efc72c7","Point","U1000L0","2","U1000S1","","","","U1000S1E3","Listova ul.","","","2","","Feature"
"stops.geometry_9ab287175cf1b73605e83a7881191778","Point","U1000L0","2","U1000S1","","","","U1000S1E4","BUS Prosek, Palmovka","","","2","","Feature"
"stops.geometry_9a7ab669e220e4e31432b54b7e9d111b","Point","U1000L0","2","U1000S1","","","","U1000S1E5","BUS Prosek, Palmovka","","","1","","Feature"
"stops.geometry_b9d1b3e51e839c8b8fd2652f3de83abc","Point","U1000L0","2","U1000S1","","","","U1000S1E6","BUS Letňany, Čakovice","","","2","","Feature"
"stops.geometry_5d45139e0797a698e51eba18ea817329","Point","U1000L0","2","U1000S1","","","","U1000S1E7","Beladova ul.","","","2","","Feature"
"stops.geometry_facbe33f78bf6f601d527bee6fff132f","Point","U1000L0","2","U1000S1","","","","U1000S1E8","BUS Letňany, Čakovice","","","1","","Feature"
"stops.geometry_c0663fdd94572d7f6d1fa7cca00ac303","Point","","0","","A","","","U1000Z1","Letňany","","","0","0","Feature"
"stops.geometry_707985bea25f5936963a2c53e2a326d0","Point","","0","","J","","","U1000Z10","Letňany","","","0","0","Feature"
"stops.geometry_ecf95582fd7e163f07848429742a8832","Point","U1000L2","0","U1000S1","1","","","U1000Z101P","Letňany","","","1","P","Feature"
"stops.geometry_555bb73f4efda89497c9361a6dfdaf22","Point","U1000L2","0","U1000S1","2","","","U1000Z102P","Letňany","","","1","P","Feature"
"stops.geometry_995a9803b9305918b95a5994f1d74f0a","Point","","0","","J","","","U1000Z10P","Letňany","","","0","P","Feature"
"stops.geometry_a6554e2e44f15f0ae9a55aee6a707792","Point","","0","","K","","","U1000Z11","Letňany","","","0","0","Feature"
"stops.geometry_3f8c3afb78effc5f8c9ce67ff17fa497","Point","","0","","L","","","U1000Z12","Letňany","","","0","0","Feature"
"stops.geometry_10b2f1dbfe91d10856b207afee9f152b","Point","","0","","L","","","U1000Z12P","Letňany","","","0","P","Feature"
"stops.geometry_c2f988daa46e9855c204b25879d762a6","Point","","0","","A","","","U1000Z1P","Letňany","","","0","P","Feature"
"stops.geometry_bf125535b651561d0c4213a8203c0f21","Point","","0","","B","","","U1000Z2","Letňany","","","0","0","Feature"
"stops.geometry_3538fc853534fca42639a4026d8dc6f6","Point","","0","","B","","","U1000Z2P","Letňany","","","0","P","Feature"
"stops.geometry_7d10999a301642fe9ce55ed8f22dd94c","Point","","0","","C","","","U1000Z3P","Letňany","","","0","P","Feature"
"stops.geometry_bd5ea90ad51d89ce9f9a96514c4eeefe","Point","","0","","D","","","U1000Z4","Letňany","","","0","0","Feature"
"stops.geometry_55fcddaa0188d5587610c0930da02cf4","Point","","0","","D","","","U1000Z4P","Letňany","","","0","P","Feature"
"stops.geometry_fd485d17e38ee9ed1f3d41e8ad3d24a1","Point","","0","","E","","","U1000Z5","Letňany","","","0","0","Feature"
"stops.geometry_09d14ec5ac8f1a9124c264a2f4b98b88","Point","","0","","E","","","U1000Z5P","Letňany","","","0","P","Feature"
"stops.geometry_01617152cdd6eb81551c15d15a68af2c","Point","","0","","F","","","U1000Z6","Letňany","","","0","0","Feature"
"stops.geometry_0b0004c598eba2ea39055f0a607f6762","Point","","0","","F","","","U1000Z6P","Letňany","","","0","P","Feature"
"stops.geometry_d5bed589680b8f871ee23db3e8c4dc7e","Point","","0","","A","","","U1001Z1P","Na Křečku","","","0","P","Feature"
"stops.geometry_9975d958485e6b4a75e5ab9f1e957875","Point","","0","","B","","","U1001Z2P","Na Křečku","","","0","P","Feature"
"stops.geometry_132a58317d6242145373058a5004c1bb","Point","","0","","A","","","U1002Z1P","Lahovská","","","0","P","Feature"
"stops.geometry_1104bc6242e55c44b1e9a77d6a82467b","Point","","0","","A","","","U1004Z1P","Nad Dvorem","","","0","P","Feature"
"stops.geometry_b0eba3e2b58333629b7af5e2d0b16872","Point","","0","","B","","","U1004Z2P","Nad Dvorem","","","0","P","Feature"
"stops.geometry_e7135c2b3c8e75bbd6ec291402ef9e5b","Point","","0","","A","","","U1006Z1P","Čechova čtvrť","","","1","P","Feature"
"stops.geometry_608364b0b05c91f5323a2ddad74d7608","Point","","0","","B","","","U1006Z2P","Čechova čtvrť","","","1","P","Feature"
"stops.geometry_543fd46351ef52d5669e94000dc9649d","Point","","0","","H7","","","U1006Z51P","Čechova čtvrť","","","0","P","Feature"
"stops.geometry_585940ea3152a1172741c5be3d15d2e8","Point","","0","","H8","","","U1006Z52P","Čechova čtvrť","","","0","P","Feature"
"stops.geometry_5594353c686052921a7e3f832473f6f1","Point","U1007L1","3","U1007S1","","","","U1007N1","","","","1","","Feature"
"stops.geometry_816915704b43fdb9abf6b7c1d8ac4924","Point","U1007L0","3","U1007S1","","","","U1007N2","","","","1","","Feature"
"stops.geometry_48a8febe509d90046949f25446a630b0","Point","U1007L1","3","U1007S1","","","","U1007N3","","","","1","","Feature"
"stops.geometry_ea4a60959e16355f4d6222ebf1279b54","Point","U1007L0","3","U1007S1","","","","U1007N4","","","","1","","Feature"
"stops.geometry_e44a01894d1cdab00cf1d95a64bd0d40","Point","","1","","","","","U1007S1","Luka","","","1","P","Feature"
"stops.geometry_b548c3bd5791310094ba6c7d84fddba9","Point","U1007L0","2","U1007S1","","","","U1007S1E1","BUS Břevnov, Motol, Řepy","","","1","","Feature"
"stops.geometry_9e79f1615fff9bfadeef23f3aa13df11","Point","U1007L0","2","U1007S1","","","","U1007S1E2","Parkoviště","","","1","","Feature"
"stops.geometry_93d7016c671617dd78173f63e4b3275d","Point","U1007L0","2","U1007S1","","","","U1007S1E3","Kettnerova ul., Obchodní centrum","","","1","","Feature"
"stops.geometry_8bf56788bfa741f478af0f50a616fb5d","Point","U1007L1","0","U1007S1","1","","","U1007Z101P","Luka","","","1","P","Feature"
"stops.geometry_e48f92f31076786b46cc9326c4127a0f","Point","U1007L1","0","U1007S1","2","","","U1007Z102P","Luka","","","1","P","Feature"
"stops.geometry_7d706a01ce5ba41ed7372d8bee4b0bfa","Point","","0","","A","","","U1007Z1P","Luka","","","0","P","Feature"
"stops.geometry_fde8feef506270bab2e91f88538720c4","Point","","0","","B","","","U1007Z2P","Luka","","","0","P","Feature"
"stops.geometry_e12250f5195a136279d3f1dfde4d03ea","Point","","0","","A","","","U1007Z71","Luka","","","0","0","Feature"
"stops.geometry_ec9d730a0cdffa25f4b65efb61e83e13","Point","","0","","A","","","U1007Z71P","Luka","","","0","P","Feature"
"stops.geometry_f31b9470faaacf0bf29a3843a337a1be","Point","","0","","B","","","U1007Z72","Luka","","","0","0","Feature"
"stops.geometry_b7f078c556fb3692e877a49e4682472e","Point","","0","","B","","","U1007Z72P","Luka","","","0","P","Feature"
"stops.geometry_df452e8220e1009901472e54d132ff9e","Point","","0","","B","","","U1007Z73","Luka","","","0","0","Feature"
"stops.geometry_c11bb442cdf3d5f4fb54f61a491597fc","Point","","0","","B","","","U1007Z73P","Luka","","","0","P","Feature"
"stops.geometry_345448a3d957df2b8e6f21b42d6ebf95","Point","","0","","A","","","U1008Z1P","Klášterecká","","","0","P","Feature"
"stops.geometry_4f21984c5d4dd64b1e28fe7faa5333ea","Point","","0","","B","","","U1008Z2P","Klášterecká","","","0","P","Feature"
"stops.geometry_4319c29be345f88237d9c4213f47e269","Point","","0","","A","","","U1009Z1P","Jirčanská","","","0","P","Feature"
"stops.geometry_33bfdf2a1e9213ec6cf98e88c4e7595d","Point","","0","","B","","","U1009Z2P","Jirčanská","","","0","P","Feature"
"stops.geometry_99197906166d2059480e5d3b9f8658da","Point","U100L2","3","U100S1","","","","U100N1","","","","1","","Feature"
"stops.geometry_bfd28c395ac80c16cd0414e7dd4abd83","Point","U100L1","3","U100S1","","","","U100N2","","","","1","","Feature"
"stops.geometry_0de96638712d9af29630e29163aad430","Point","U100L2","3","U100S1","","","","U100N3","","","","0","","Feature"
"stops.geometry_23a8235203842c6f2ca587be86e692d0","Point","U100L1","3","U100S1","","","","U100N4","","","","1","","Feature"
"stops.geometry_92884ff950327d3068b4b616ba627c1f","Point","U100L1","3","U100S1","","","","U100N5","","","","1","","Feature"
"stops.geometry_2ff7f0514cb75b8669a2c6ee83e0e20b","Point","U100L1","3","U100S1","","","","U100N6","","","","0","","Feature"
"stops.geometry_bbd0ef9721dcf4d88ab21b87f2024b57","Point","U100L1","3","U100S1","","","","U100N7","","","","1","","Feature"
"stops.geometry_d78bb897aea1dabd320c6e5cbe072d4a","Point","","1","","","","","U100S1","Vltavská","","","1","P","Feature"
"stops.geometry_2a6f1ebf674eaf5cbb9c43f9ea41c6b0","Point","U100L0","2","U100S1","","","","U100S1E1","TRAM Letná, Dejvice","","","2","","Feature"
"stops.geometry_9435bee1b9e1e73d6ad3668d0c9c8947","Point","U100L0","2","U100S1","","","","U100S1E2","Hlávkův most, Štvanice","","","2","","Feature"
"stops.geometry_dd15d64d2ec9c6f909ffb65c5447b25d","Point","U100L0","2","U100S1","","","","U100S1E3","TRAM Palmovka, Ohrada","","","1","","Feature"
"stops.geometry_54dd7448d2cb6ff25e87fd9c7b859ad0","Point","U100L0","2","U100S1","","","","U100S1E4","TRAM Palmovka, Ohrada","","","2","","Feature"
"stops.geometry_9f5c1e7a2a233006abc35a64c5de2174","Point","U100L0","2","U100S1","","","","U100S1E5","Praha-Bubny","","","2","","Feature"
"stops.geometry_4ea87a6d5ee92de2a433bd37a6c26d42","Point","U100L0","2","U100S1","","","","U100S1E6","TRAM Žižkov, centrum","","","2","","Feature"
"stops.geometry_c0fe75da7c40176023081a4e0cf29f6c","Point","U100L0","2","U100S1","","","","U100S1E7","vlaková zastávka Praha-Bubny Vltavská","","","2","","Feature"
"stops.geometry_b69936d70f32f6a3f777134682ea3bea","Point","U100L2","0","U100S1","1","","","U100Z101P","Vltavská","","","1","P","Feature"
"stops.geometry_120af0df1333d94867a91b3f55b36b50","Point","U100L2","0","U100S1","2","","","U100Z102P","Vltavská","","","1","P","Feature"
"stops.geometry_3bc62db6e1cc4670c80e4b6c525b62a3","Point","","0","","K","","","U100Z11P","Bubenská","","","0","P","Feature"
"stops.geometry_74b043a32a935af8f4cd63db348f7d0c","Point","","0","","A","","","U100Z1P","Vltavská","","","1","P","Feature"
"stops.geometry_cd3c9e17962615d0866085613219a7c3","Point","","0","","B","","","U100Z2P","Vltavská","","","1","P","Feature"
"stops.geometry_fc0c660fe24ff23c9f7574eae28bdbbc","Point","","0","","","","","U100Z301","Praha-Bubny","","","0","P","Feature"
"stops.geometry_c0551002a6e5592147fec2c208593e04","Point","","0","","E","","","U100Z5P","Vltavská","","","0","P","Feature"
"stops.geometry_51c3f61984981093740153dff5976401","Point","","0","","F","","","U100Z6P","Vltavská","","","0","P","Feature"
"stops.geometry_a2c3135c27ee414d92f727f2a5f3e68a","Point","","0","","A","","","U1010Z1","Hornocholupická","","","0","B","Feature"
"stops.geometry_df29ef26a27c5e6f016f1776807357d3","Point","","0","","B","","","U1010Z2","Hornocholupická","","","0","B","Feature"
"stops.geometry_d1a1c671c850c3dab9c1cbd47196547b","Point","","0","","A","","","U1011Z1P","Mirovická","","","0","P","Feature"
"stops.geometry_42f6be0bbb41c6978eb68427bbc516f0","Point","","0","","B","","","U1011Z2P","Mirovická","","","0","P","Feature"
"stops.geometry_4a9360d4f24d15db4eaba3d8bd61463d","Point","","0","","A","","","U1012Z1P","Morseova","","","0","P","Feature"
"stops.geometry_af50990c4f325a0234e851f0e10a7215","Point","","0","","B","","","U1012Z2P","Morseova","","","0","P","Feature"
"stops.geometry_af53406a50219f952b93e94bdc410746","Point","","0","","A","","","U1013Z1P","Janovská","","","0","P","Feature"
"stops.geometry_e9b8c9951a6d589c898275fca785e9dc","Point","","0","","B","","","U1013Z2P","Janovská","","","0","P","Feature"
"stops.geometry_f144bdc085f1622f173c9052c0de8d02","Point","","0","","A","","","U1014Z1P","Obchodní centrum Štěrboholy","","","0","P","Feature"
"stops.geometry_c362d8fb938e7c163ecef8f9414ca506","Point","","0","","B","","","U1014Z2P","Obchodní centrum Štěrboholy","","","0","P","Feature"
"stops.geometry_53cfee89e66326cb8bdd8dcdd960868d","Point","","0","","A","","","U1015Z1P","Okořská","","","0","P","Feature"
"stops.geometry_d09e6b5c70dd5a1689b8eef5775d345e","Point","","0","","A","","","U1016Z1P","Sídliště Rohožník","","","0","P","Feature"
"stops.geometry_b3234d18384fd3bfc43b6c844f6cb50d","Point","","0","","B","","","U1016Z2","Sídliště Rohožník","","","0","B","Feature"
"stops.geometry_a1c6e0f4d40a007d1d0a72e30b1d577a","Point","","0","","B","","","U1016Z2P","Sídliště Rohožník","","","0","P","Feature"
"stops.geometry_a2fc1e41b83212ae234035381a30f000","Point","","0","","A","","","U1017Z1P","Živcová","","","0","P","Feature"
"stops.geometry_345551cb76c459bd592eecfed6abab1c","Point","","0","","A","","","U1018Z1P","Rektorská","","","0","P","Feature"
"stops.geometry_0850a41913f24ad1964dade13147b8df","Point","","0","","B","","","U1018Z2P","Rektorská","","","0","P","Feature"
"stops.geometry_de1e5ff21073e58be59393d8af1e26bf","Point","","0","","A","","","U1019Z1P","Sídliště Barrandov","","","1","P","Feature"
"stops.geometry_536f1d3549a9638577235713536de09c","Point","","0","","B","","","U1019Z2P","Sídliště Barrandov","","","1","P","Feature"
"stops.geometry_30778f8453dd8902acbab6297d5bd103","Point","","0","","A","","","U1020Z1P","Poliklinika Háje","","","0","P","Feature"
"stops.geometry_196f12e2982bd92402792494fb54b919","Point","","0","","B","","","U1020Z2P","Poliklinika Háje","","","0","P","Feature"
"stops.geometry_79fdd1c94f84695e73ee231129128664","Point","","0","","A","","","U1021Z1P","Kazínská","","","0","P","Feature"
"stops.geometry_d43c0ace1479db200eb1df8529b26d2b","Point","","0","","A","","","U1022Z1P","Českobrodská","","","0","P","Feature"
"stops.geometry_eabadf05d83254fad1701811d88ad5de","Point","","0","","A","","","U1023Z1P","Zátišská","","","0","P","Feature"
"stops.geometry_3be8bc2c7f5dc8d7c3d0060dadbd5ce2","Point","","0","","B","","","U1023Z2P","Zátišská","","","0","P","Feature"
"stops.geometry_4e3fab66a57252197c15f7e26a8ee0e0","Point","","0","","A","","","U1024Z1","Za Nadjezdem","","","0","0","Feature"
"stops.geometry_bb39ab6fd328b2e48e322f8dbf70e351","Point","","0","","A","","","U1024Z1P","Za Nadjezdem","","","0","P","Feature"
"stops.geometry_23be08affd91cf68473675995bd8e1a4","Point","","0","","B","","","U1024Z2","Za Nadjezdem","","","0","0","Feature"
"stops.geometry_339b095a73abcc36ab393bd42adc6a11","Point","","0","","B","","","U1024Z2P","Za Nadjezdem","","","0","P","Feature"
"stops.geometry_d12ca65d53c046a20399a37e51172345","Point","","0","","A","","","U1026Z1","U Kestřánků","","","0","B","Feature"
"stops.geometry_6002827103199a61d602b7cb1beb1e06","Point","","0","","A","","","U1026Z1P","U Kestřánků","","","0","P","Feature"
"stops.geometry_a5390dbc87dd5fca56acadf02916aa26","Point","","0","","A","","","U1027Z1","Zadní Jiviny","","","0","B","Feature"
"stops.geometry_4c6e27dc30c1819f7a2a9fcd9ee2a466","Point","","0","","A","","","U1029Z1","Amforová","","","0","0","Feature"
"stops.geometry_10ba0d969bea13641b72a21279270f6b","Point","","0","","A","","","U1029Z1P","Amforová","","","0","P","Feature"
"stops.geometry_ab177dfcfb5e98770f6a974794878dc7","Point","","0","","B","","","U1029Z2","Amforová","","","0","0","Feature"
"stops.geometry_87d70b2a092778dcb341b2965e8f64ec","Point","","0","","B","","","U1029Z2P","Amforová","","","0","P","Feature"
"stops.geometry_427f968b0c817eb1dccd6677cb5fcf81","Point","","0","","A","","","U102Z1","Dostihová","","","0","0","Feature"
"stops.geometry_06c8a5ec7324c29875589b3f2730d73c","Point","","0","","A","","","U102Z1P","Dostihová","","","0","P","Feature"
"stops.geometry_0ba605e25caae245c6187ab045ad6a34","Point","","0","","B","","","U102Z2","Dostihová","","","0","0","Feature"
"stops.geometry_60fd221da318fa72e45f205e68668563","Point","","0","","B","","","U102Z2P","Dostihová","","","0","P","Feature"
"stops.geometry_16b89468e4802475a713d05ba41026e5","Point","","0","","A","","","U1030Z1P","Poliklinika Barrandov","","","1","P","Feature"
"stops.geometry_1956ff3c0cd0c25c97945cfe40dfe2bc","Point","","0","","B","","","U1030Z2P","Poliklinika Barrandov","","","1","P","Feature"
"stops.geometry_3b76094d207ad20f5ebfefff13ce34d9","Point","","0","","C","","","U1030Z3","Poliklinika Barrandov","","","0","0","Feature"
"stops.geometry_0ada9d425392cc0d627b8d3649050d3d","Point","","0","","C","","","U1030Z3P","Poliklinika Barrandov","","","0","P","Feature"
"stops.geometry_6acdde4b74f47280ebe367ed9732a27e","Point","","0","","D","","","U1030Z4","Poliklinika Barrandov","","","0","0","Feature"
"stops.geometry_2963c8c25ce85be108609f8168dba73e","Point","","0","","D","","","U1030Z4P","Poliklinika Barrandov","","","0","P","Feature"
"stops.geometry_f3f02a3ac8d435ddf4ab9e3c592b91a1","Point","","0","","A","","","U1031Z1","Lukavecká","","","0","B","Feature"
"stops.geometry_ae76045be6360730aaad658bea91e07d","Point","","0","","A","","","U1031Z1P","Lukavecká","","","0","P","Feature"
"stops.geometry_b44ebdab4b31924f97f944dc8b2389ea","Point","","0","","B","","","U1031Z2","Lukavecká","","","0","B","Feature"
"stops.geometry_291ac5ad37a89308e25b12f4b8a3ef41","Point","","0","","B","","","U1031Z2P","Lukavecká","","","0","P","Feature"
"stops.geometry_bbe8da9df94c78e2ea6632e924339281","Point","","0","","A","","","U1032Z1P","Dědinova","","","0","P","Feature"
"stops.geometry_29b6252c0766b6f3f700cc954c7ac119","Point","","0","","B","","","U1032Z2P","Dědinova","","","0","P","Feature"
"stops.geometry_e0dda4adff4a1ff631c501a87e044a00","Point","","0","","A","","","U1033Z1","V Nových domcích","","","0","0","Feature"
"stops.geometry_4acb97e4abcf8b15f3943e4cf8fbd641","Point","","0","","A","","","U1033Z1P","V Nových domcích","","","0","P","Feature"
"stops.geometry_5ac23c3e33cc97b547c9888554bc806c","Point","","0","","B","","","U1033Z2","V Nových domcích","","","0","0","Feature"
"stops.geometry_42beaea2f8df25b7254bb5949cb54b4e","Point","","0","","B","","","U1033Z2P","V Nových domcích","","","0","P","Feature"
"stops.geometry_84ff76147943868ffc5ec23bf6b09c97","Point","","0","","A","","","U1034Z1P","Za Tratí","","","0","P","Feature"
"stops.geometry_71e044c558c12e0340d40cbed230a57d","Point","","0","","B","","","U1034Z2P","Za Tratí","","","0","P","Feature"
"stops.geometry_6d57c174a3e5a93685771816629405e9","Point","","0","","A","","","U1035Z1P","Platónova","","","0","P","Feature"
"stops.geometry_fdee7e8d6ad3f8929621b7d9bcb8f7cb","Point","","0","","B","","","U1035Z2P","Platónova","","","0","P","Feature"
"stops.geometry_83699b9be1f4a31545dff3bc1827d672","Point","","0","","A","","","U1036Z1P","Petržílova","","","0","P","Feature"
"stops.geometry_a7e7c616ff38f93d80942e204ed5c960","Point","","0","","B","","","U1036Z2P","Petržílova","","","0","P","Feature"
"stops.geometry_5ebabc3b6fc6aa2180b919b01e817241","Point","","0","","A","","","U1037Z1P","Pavelkova","","","0","P","Feature"
"stops.geometry_d71321e282ae1498a570a28e3021de1f","Point","","0","","B","","","U1037Z2P","Pavelkova","","","0","P","Feature"
"stops.geometry_e154ac20f63857574e0b2e12e7acf419","Point","","0","","A","","","U1038Z1","Pod Vsí","","","0","B","Feature"
"stops.geometry_7b88c59a7a959a5de9488dfdf2d16fe9","Point","","0","","A","","","U1038Z1P","Pod Vsí","","","0","P","Feature"
"stops.geometry_d05a24cf51db77512ccbcf6ab52678fd","Point","","0","","B","","","U1038Z2","Pod Vsí","","","0","B","Feature"
"stops.geometry_30f8ae6c5aa4099ca3434ae7b38aaa7c","Point","","0","","B","","","U1038Z2P","Pod Vsí","","","0","P","Feature"
"stops.geometry_ba604aa48e35d22417321f9bfb01fb8c","Point","","0","","A","","","U1039Z1","Na Drahách","","","0","B","Feature"
"stops.geometry_35b4318a167d9671debd0c8c3dac27d3","Point","","0","","A","","","U1039Z1P","Na Drahách","","","0","P","Feature"
"stops.geometry_c4a642195b4d07f2585b5b182f416da5","Point","","0","","B","","","U1039Z2","Na Drahách","","","0","B","Feature"
"stops.geometry_dd1cc5b85a4a3695be8a30542912481d","Point","","0","","B","","","U1039Z2P","Na Drahách","","","0","P","Feature"
"stops.geometry_114d4452927c0f3e79f5732942abda31","Point","","0","","A","","","U103Z1P","Drinopol","","","1","P","Feature"
"stops.geometry_739f9b163edb1d4e76b8a1a3590e249d","Point","","0","","B","","","U103Z2P","Drinopol","","","1","P","Feature"
"stops.geometry_5e04c577973ab29d990ab5785f70ab77","Point","U1040L1","3","U1040S1","","","","U1040N1","","","","0","","Feature"
"stops.geometry_c900d8e6893f1b0c1f2713678f716bc6","Point","U1040L2","3","U1040S1","","","","U1040N10","","","","0","","Feature"
"stops.geometry_5298881660668d28f4eb4b252ca0b5c3","Point","U1040L2","3","U1040S1","","","","U1040N11","","","","0","","Feature"
"stops.geometry_8a7415ee437a25943372ea926305a7da","Point","U1040L2","3","U1040S1","","","","U1040N2","","","","0","","Feature"
"stops.geometry_6d3a70e90f77183e33b04970f8b2d377","Point","U1040L1","3","U1040S1","","","","U1040N3","","","","0","","Feature"
"stops.geometry_8f56a479c83f8de0faf0269903912d96","Point","U1040L1","3","U1040S1","","","","U1040N4","","","","0","","Feature"
"stops.geometry_f91b5ecb4c34f8842c43a2aeae76bd90","Point","U1040L1","3","U1040S1","","","","U1040N5","","","","0","","Feature"
"stops.geometry_55d7fa65b7ceb3c6fd32cd1c70564e13","Point","U1040L1","3","U1040S1","","","","U1040N6","","","","0","","Feature"
"stops.geometry_cfb3e6cff5ba7573c14c5fa349c7bd86","Point","U1040L1","3","U1040S1","","","","U1040N7","","","","0","","Feature"
"stops.geometry_92c611780b46fec5e952b1359369fcf0","Point","U1040L1","3","U1040S1","","","","U1040N8","","","","0","","Feature"
"stops.geometry_93e53d54f628cc233d29168a458b5931","Point","U1040L1","3","U1040S1","","","","U1040N9","","","","0","","Feature"
"stops.geometry_5e995d5bc36c8a461a35878ceb4c3dc2","Point","","1","","","","","U1040S1","Anděl","","","1","P","Feature"
"stops.geometry_a254f11523bdcc700116f72b3b27295b","Point","U1040L0","2","U1040S1","","","","U1040S1E1","Na Knížecí, Stroupežnického ul.",""," ","0"," ","Feature"
"stops.geometry_48e50e8362a403954b373a12917e482e","Point","U1040L0","2","U1040S1","","","","U1040S1E2","Na Knížecí, Za Ženskými domovy",""," ","0"," ","Feature"
"stops.geometry_fc6be14d3260f2e5708e51776ebcecd5","Point","U1040L0","2","U1040S1","","","","U1040S1E3","Na Knížecí, TRAM Laurová",""," ","0"," ","Feature"
