latitude,longitude,altitude,geometry,coordinates,@id,bus,highway,public_transport,name,ref,ref:PID,network,operator,wheelchair,official_status,railway,source,tram,name:de,shelter,direction,local_ref,tactile_paving,note,name:ru,name:cs,wikidata,wikipedia,colour,network:cs,network:en,network:ru,station,subway,transport,level,name:en,name:it,name:nl,alt_name:de,old_name,name:uk,railway:ref,train,uic_ref,bench,bin,destination,old_name:de,start_date,toilets:wheelchair,wheelchair:description,alt_name,layer,entrance,opening_hours,disused,covered,platforms,internet_access,bicycle,route_ref,name:tr,disused:public_transport,door,type,departures_board,amenity,official_name,description,fee,noexit,int_name,lines,access,public_transport:version,name:he,name:es,name:fi,name:fr,name:ja,name:zh,short_name,elevator,description:cs,description:en,bus_routes,capacity,stroller,website,name:ko,barrier,automatic_door,name:be,network:de,depth,name:1971-1990,alt_name:ru,name:1985-1990,check_date,name:1862-1919,name:1919-1940,name:1940-1945,name:1945-1952,name:1953-1990,name:1990-,name:de:1862-1919,name:de:1919-1940,name:de:1940-1945,ele,fixme
50.0080501,14.4156314,,Point,,node/926674393,yes,bus_stop,platform,Tylova čtvrť,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0865664,14.3706782,,Point,,node/932574422,yes,bus_stop,platform,Kajetánka,A,U229Z1P,,"Dopravní podnik hl. m. Prahy, akciová společnost",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0865111,14.372494,,Point,,node/932574424,yes,bus_stop,platform,Kajetánka,B,U229Z2P,,"Dopravní podnik hl. m. Prahy, akciová společnost",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0886214,14.5814461,,Point,,node/963690856,yes,bus_stop,platform,Škola Dolní Počernice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0885169,14.580938,,Point,,node/963690857,yes,bus_stop,platform,Škola Dolní Počernice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0838361,14.4344801,,Point,,node/970727232,,,,"Hlavní nádraží, metro C",,,,,yes,,subway_entrance,,,"Hauptbahnhof, U-Bahn C",,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0447324,14.5122697,,Point,,node/1007785563,yes,bus_stop,platform,Přeštická,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0604178,14.3808294,,Point,,node/1012113934,yes,bus_stop,platform,Farkáň,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.060637,14.3810381,,Point,,node/1012114795,yes,bus_stop,platform,Farkáň,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0287533,14.4054879,,Point,,node/1017832768,,,stop_position,Nádraží Braník,,,,,,,tram_stop,Bing,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0544976,14.4886982,,Point,,node/1024636263,yes,bus_stop,platform,V Korytech,,U825Z1P,,,,,,,,Am Trog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0544319,14.4884518,,Point,,node/1024636304,yes,bus_stop,platform,V Korytech,,U825Z2P,,,,,,,,Am Trog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1024056,14.4327451,,Point,,node/1024913035,,,stop_position,Veletržní palác,U841Z1,,,,,,tram_stop,,yes,Messepalast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1517498,14.5213482,,Point,,node/1026423145,yes,bus_stop,platform,Čakovický zámek,B,U791Z2,,,,,,bing:ortofoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1516089,14.5216057,,Point,,node/1026423401,yes,bus_stop,platform,Čakovický zámek,A,U791Z1,,,,,,bing:ortofoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1518565,14.5286926,,Point,,node/1026423528,yes,bus_stop,platform,Čakovice,,,,,,,,bing:ortofoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0989397,14.4327882,,Point,,node/1028660041,,,stop_position,Strossmayerovo náměstí,U717Z1,,,,,,tram_stop,Bing;cuzk,yes,Strossmayerplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0656274,14.302546,,Point,,node/1040160401,yes,bus_stop,platform,Blatiny,,U47Z4P,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0938435,14.389837,,Point,,node/1040160416,yes,bus_stop,platform,Vozovna Střešovice,,,,"Dopravní podnik hl. m. Prahy, akciová společnost",,,tram_stop,,yes,Wagenhalle Streschowitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0794164,14.3459448,,Point,,node/1040160441,yes,bus_stop,stop_position,Vypich,,,,,,,,bing:ortofoto,,Ausstich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0658872,14.3023723,,Point,,node/1040160453,yes,bus_stop,platform,Blatiny,,U47Z3P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0856372,14.3649115,,Point,,node/1040758614,yes,bus_stop,platform,Břevnovská,A,U44Z1P,,"Dopravní podnik hl. m. Prahy, akciová společnost",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0853149,14.3648006,,Point,,node/1040758841,yes,bus_stop,platform,Břevnovská,B,U44Z2P,,"Dopravní podnik hl. m. Prahy, akciová společnost",,,,bing:ortofoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0383431,14.4420471,,Point,,node/1049395164,yes,bus_stop,platform,Na Staré cestě,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0449107,14.5124292,,Point,,node/1091623735,yes,bus_stop,platform,Přeštická,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0429184,14.5150493,,Point,,node/1094569672,yes,bus_stop,platform,K Obecním hájovnám,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0432553,14.5166524,,Point,,node/1094569735,yes,bus_stop,platform,K Obecním hájovnám,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0565937,14.3695954,,Point,,node/1098013394,yes,bus_stop,platform,Hutmanka,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0569818,14.3693977,,Point,,node/1098013395,yes,bus_stop,platform,Hutmanka,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0073035,14.4795611,,Point,,node/1098582891,,bus_stop,platform,Betáň,A,U423Z1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0073796,14.4797641,,Point,,node/1098582912,,bus_stop,platform,Betáň,B,U423Z2,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0470881,14.5149624,,Point,,node/1102614494,yes,bus_stop,platform,Na Košíku,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0462914,14.5242191,,Point,,node/1102659391,yes,bus_stop,platform,Selská,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0467444,14.5234815,,Point,,node/1102659396,yes,bus_stop,platform,Selská,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0470217,14.5153872,,Point,,node/1102659399,yes,bus_stop,platform,Na Košíku,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0478384,14.5191072,,Point,,node/1102659428,yes,bus_stop,platform,Toulcův dvůr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0365212,14.5085932,,Point,,node/1103955706,yes,bus_stop,platform,Donovalská,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0373606,14.5088652,,Point,,node/1103955712,yes,bus_stop,platform,Donovalská,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0324,14.5076445,,Point,,node/1103955718,yes,bus_stop,platform,Litochlebské náměstí,,U344Z3P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.032117,14.5073162,,Point,,node/1103955722,yes,bus_stop,platform,Litochlebské náměstí,,U344Z4P,,,,,,,,,yes,,D,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0501279,14.5264442,,Point,,node/1106301140,yes,bus_stop,platform,Hostivařské náměstí,,U160Z2P,,,,,,,,,yes,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0500871,14.5262544,,Point,,node/1106301156,yes,bus_stop,platform,Hostivařské náměstí,,U160Z1P,,,,,,,,,yes,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0541422,14.5225957,,Point,,node/1109681276,yes,bus_stop,platform,Záveská,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Na Groši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0972721,14.5429428,,Point,,node/1109681302,yes,bus_stop,platform,Nádraží Kyje,,U1051Z1P,,,,,,,,Bahnhof Keeg,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0536116,14.5224681,,Point,,node/1109681303,yes,bus_stop,platform,Záveská,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Na Groši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0378458,14.4999205,,Point,,node/1109707184,yes,bus_stop,platform,Benkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0379556,14.4989934,,Point,,node/1109707193,yes,bus_stop,platform,Benkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0386551,14.5038227,,Point,,node/1109707196,yes,bus_stop,platform,Brodského,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0886855,14.5778433,,Point,,node/1117285709,yes,bus_stop,platform,Stará obec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0848931,14.5923179,,Point,,node/1117285711,yes,bus_stop,platform,U Počernického rybníka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0859022,14.6012784,,Point,,node/1117285714,yes,bus_stop,platform,Bezděkovská,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0847749,14.5950912,,Point,,node/1117285718,yes,bus_stop,platform,U Počernického rybníka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0867869,14.5762262,,Point,,node/1117285720,yes,bus_stop,platform,Ke Hrázi,A,U3015Z1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0580092,14.38881,,Point,,node/1119524964,,,,"Radlická, metro B",,,,,no,,subway_entrance,,,"Radlitzer Straße, U-Bahn B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0526257,14.5284865,,Point,,node/1119792283,yes,bus_stop,platform,Hostivařská,C,U472Z3P,PID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0529313,14.5279058,,Point,,node/1119792307,yes,bus_stop,platform,Hostivařská,D,U472Z4P,PID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0694263,14.3356939,,Point,,node/1123343430,yes,bus_stop,platform,Zahradníčkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0720761,14.3433139,,Point,,node/1123345345,yes,bus_stop,platform,Kudrnova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0724854,14.344469,,Point,,node/1123345346,yes,bus_stop,platform,Kudrnova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.9806391,14.3482786,,Point,,node/1126326750,yes,bus_stop,platform,Zderazská,,U1633Z2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.9807488,14.3480668,,Point,,node/1126326751,yes,bus_stop,platform,Zderazská,,U1633Z1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0702905,14.5096671,,Point,,node/1127020335,yes,bus_stop,platform,Michelangelova,,U1076Z2,,,,,,,,,no,,B,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0698109,14.5106059,,Point,,node/1127020338,yes,bus_stop,platform,Michelangelova,,U1076Z1P,,,,,,,,,yes,,A,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0714761,14.402652,,Point,,node/1129319111,yes,bus_stop,platform,Anděl,,U1040Z14P,,,,,,,,,yes,,N,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0715,14.4028938,,Point,,node/1129319117,yes,bus_stop,platform,Anděl,,U1040Z12P,,,,,,,,,yes,,L,,,191 автобус до аэропорта,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0686434,14.4919173,,Point,,node/1134719044,yes,bus_stop,platform,Nádraží Strašnice,,U459Z3P,,,,,,,,Bahnhof Straschnitz,yes,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1045569,14.5884869,,Point,,node/1134896769,yes,bus_stop,platform,IKEA Černý Most,,U1273Z1N,IKEA2,IKEA,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0171461,14.5848508,,Point,,node/1134984110,yes,bus_stop,platform,Nové Pitkovice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1173195,14.428607,,Point,,node/1135009788,yes,bus_stop,platform,Kazanka,U241Z2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0213487,14.4233397,,Point,,node/1136102978,yes,bus_stop,platform,Klánova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.022779,14.4211671,,Point,,node/1136102989,yes,bus_stop,platform,Korandova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0214038,14.4234738,,Point,,node/1136102992,yes,bus_stop,platform,Klánova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0225102,14.4210973,,Point,,node/1136102994,yes,bus_stop,platform,Korandova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0811937,14.5152799,,Point,,node/1137766371,,,no,Praha-Malešice,,,,,,,station,,,Prag-Maleschitz,,,,,pouze nákladní nádraží,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0492706,14.3576566,,Point,,node/1139609234,yes,bus_stop,platform,Stará Stodůlecká,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0755041,14.4590266,,Point,,node/1140088621,,,stop_position,Orionka,,,,,yes,,tram_stop,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0755756,14.4595946,,Point,,node/1140088675,,,stop_position,Orionka,,,,,yes,,tram_stop,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0099131,14.4028927,,Point,,node/1140257134,yes,bus_stop,platform,Modřanská škola,C,U76Z3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0430788,14.5821795,,Point,,node/1145859107,yes,bus_stop,platform,Fruta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1202804,14.5987758,,Point,,node/1155287487,yes,bus_stop,platform,Vlastibořská,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1177712,14.6021231,,Point,,node/1155287595,yes,bus_stop,platform,U Tabulky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0695655,14.4653648,,Point,,node/1166057054,yes,bus_stop,platform,Kavkazská,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0986616,14.3637336,,Point,,node/1173441160,yes,bus_stop,platform,Bořislavka,,,,,,,,,,Borislaus-Hof,yes,,,,,,,,,,,,,,,,,,,,,Horoměřická,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1439939,14.5467802,,Point,,node/1175743507,yes,bus_stop,platform,Kbelský hřbitov,,,,,,,,,,,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.143559,14.5467117,,Point,,node/1175743863,yes,bus_stop,platform,Kbelský hřbitov,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1173989,14.4164854,,Point,,node/1203985001,yes,bus_stop,platform,Kovárna,U290Z2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1375952,14.5469841,,Point,,node/1209581233,yes,bus_stop,platform,Sovenická,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1367094,14.5469417,,Point,,node/1209581290,yes,bus_stop,platform,Sovenická,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
