latitude,longitude,altitude,geometry,coordinates,@id,bus,highway,public_transport,name,ref,ref:PID,network,operator,wheelchair,official_status,railway,source,tram,name:de,shelter,direction,local_ref,tactile_paving,note,name:ru,name:cs,wikidata,wikipedia,colour,network:cs,network:en,network:ru,station,subway,transport,level,name:en,name:it,name:nl,alt_name:de,old_name,name:uk,railway:ref,train,uic_ref,bench,bin,destination,old_name:de,start_date,toilets:wheelchair,wheelchair:description,alt_name,layer,entrance,opening_hours,disused,covered,platforms,internet_access,bicycle,route_ref,name:tr,disused:public_transport,door,type,departures_board,amenity,official_name,description,fee,noexit,int_name,lines,access,public_transport:version,name:he,name:es,name:fi,name:fr,name:ja,name:zh,short_name,elevator,description:cs,description:en,bus_routes,capacity,stroller,website,name:ko,barrier,automatic_door,name:be,network:de,depth,name:1971-1990,alt_name:ru,name:1985-1990,check_date,name:1862-1919,name:1919-1940,name:1940-1945,name:1945-1952,name:1953-1990,name:1990-,name:de:1862-1919,name:de:1919-1940,name:de:1940-1945,ele,fixme
50.1242315,14.4536551,,Point,,node/391537561,,bus_stop,platform,Kobylisy,E,U675Z5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1243898,14.4541137,,Point,,node/391537565,yes,bus_stop,platform,Kobylisy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1246367,14.4548733,,Point,,node/391537568,yes,bus_stop,platform,Kobylisy,U675Z4,,,,,,,,,Kobilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1247144,14.4557813,,Point,,node/391537577,yes,bus_stop,platform,Kobylisy,U675Z8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1243855,14.4550721,,Point,,node/391537581,,elevator,,Kobylisy,,,,,yes,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1240261,14.4503755,,Point,,node/391571297,yes,bus_stop,platform,Služská,U267Z2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1247299,14.4490208,,Point,,node/391571300,yes,bus_stop,platform,Služská,U267Z1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.125546,14.444626,,Point,,node/391571303,yes,bus_stop,platform,Písečná,U543Z2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1258821,14.4427665,,Point,,node/391571305,yes,bus_stop,platform,Písečná,U543Z1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1271744,14.4357328,,Point,,node/391571317,yes,bus_stop,platform,Čimický háj,,U544Z2P,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1274859,14.4354348,,Point,,node/391571319,yes,bus_stop,platform,Čimický háj,,U544Z1P,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1244092,14.4725692,,Point,,node/391604939,yes,bus_stop,platform,Na Slovance,A,U985Z1,,,yes,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.123526,14.4725403,,Point,,node/391604942,yes,bus_stop,platform,Na Slovance,B,U985Z2,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1200329,14.4706673,,Point,,node/391604943,yes,bus_stop,platform,Vinopalnická,A,U881Z1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1198715,14.4703549,,Point,,node/391604946,yes,bus_stop,platform,Vinopalnická,B,U881Z2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1174962,14.4688628,,Point,,node/391613601,yes,bus_stop,platform,Bulovka,U54Z4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1168181,14.4670114,,Point,,node/391613602,yes,bus_stop,platform,Bulovka,,U54Z3P,,,yes,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1175666,14.4639161,,Point,,node/391613603,yes,bus_stop,platform,Vychovatelna,U870Z3,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.117813,14.4645953,,Point,,node/391613604,yes,bus_stop,platform,Vychovatelna,U870Z4,,,,,,,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1182594,14.4645875,,Point,,node/391613605,yes,bus_stop,platform,Vychovatelna,U870Z5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1127285,14.3940847,,Point,,node/392045834,yes,bus_stop,platform,Nádraží Podbaba,,,,,,,,,,Bahnhof Podbaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1256575,14.3983184,,Point,,node/392049414,yes,bus_stop,platform,Roztocká,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1278195,14.3991307,,Point,,node/392049415,yes,bus_stop,platform,Roztocká,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1142281,14.3201594,,Point,,node/392733969,yes,bus_stop,platform,Na Mlýnici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1140932,14.3211422,,Point,,node/392733971,yes,bus_stop,platform,Na Mlýnici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1120134,14.321459,,Point,,node/392733973,yes,bus_stop,platform,Nebušice,,,,,,,,,,Nebuschitz,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1143735,14.3118361,,Point,,node/392733978,yes,bus_stop,platform,U Václava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1166945,14.2985492,,Point,,node/392733980,yes,bus_stop,platform,Přední Kopanina,B,U609Z2P,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1175671,14.2972616,,Point,,node/392733989,yes,bus_stop,platform,Přední Kopanina,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1122024,14.357994,,Point,,node/392926379,yes,bus_stop,platform,Pučálka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1123725,14.3580162,,Point,,node/392926380,yes,bus_stop,platform,Pučálka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0750823,14.3737458,,Point,,node/393373093,yes,bus_stop,platform,Podbělohorská,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0750809,14.3723592,,Point,,node/393373094,yes,bus_stop,platform,Podbělohorská,,,,,,,,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0758302,14.3717537,,Point,,node/393373095,yes,bus_stop,platform,Podbělohorská,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0770214,14.3671814,,Point,,node/393373752,yes,bus_stop,platform,Spiritka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0772951,14.3678539,,Point,,node/393373753,yes,bus_stop,platform,Spiritka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0772339,14.3877863,,Point,,node/393403713,yes,bus_stop,platform,U Palaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0770664,14.3882926,,Point,,node/393403715,yes,bus_stop,platform,U Palaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0751187,14.3904469,,Point,,node/393403718,yes,bus_stop,platform,Hřebenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0750381,14.3900553,,Point,,node/393403720,yes,bus_stop,platform,Hřebenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0742339,14.3950537,,Point,,node/393403722,yes,bus_stop,platform,Holečkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0743326,14.3959165,,Point,,node/393403724,yes,bus_stop,platform,Holečkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0759946,14.3983437,,Point,,node/393403727,yes,bus_stop,platform,Kobrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0762413,14.3989973,,Point,,node/393403729,yes,bus_stop,platform,Kobrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0784294,14.4046855,,Point,,node/393407873,yes,bus_stop,platform,Švandovo divadlo,,,,,,,,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0786429,14.4046049,,Point,,node/393407874,yes,bus_stop,platform,Švandovo divadlo,,,,,,,,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.076414,14.4055702,,Point,,node/393407877,yes,bus_stop,platform,Arbesovo náměstí,,,,,,,,,,Arbes-Platz,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0763121,14.4057512,,Point,,node/393407879,yes,bus_stop,platform,Arbesovo náměstí,,,,,,,,,,Arbes-Platz,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0758195,14.413263,,Point,,node/393407881,yes,bus_stop,platform,Jiráskovo náměstí,,,,"Dopravní podnik hl. m. Prahy, a. s.",yes,,,,,Jirásek-Platz,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,1,,,,,,,,,,,,,,,,na mostě,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0756058,14.4144597,,Point,,node/393407883,yes,bus_stop,platform,Jiráskovo náměstí,,,,"Dopravní podnik hl. m. Prahy, a. s.",limited,,,,,Jirásek-Platz,no,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0750245,14.4188208,,Point,,node/393407887,yes,bus_stop,platform,Karlovo náměstí,,,,,yes,,,,,Karlsplatz,no,,,,,Карлова площадь,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1326175,14.377641,,Point,,node/393411166,yes,bus_stop,platform,Zemědělská univerzita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.04612,14.4681,,Point,,node/393441783,yes,bus_stop,platform,V Zápolí,,U832Z1P,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0478805,14.4686799,,Point,,node/393441784,yes,bus_stop,platform,V Zápolí,,U832Z3P,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0494819,14.4640613,,Point,,node/393441786,yes,bus_stop,platform,Pekárenská,A,U431Z1P,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0457371,14.4702533,,Point,,node/393443353,yes,bus_stop,platform,Depo Kačerov,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0454712,14.4709209,,Point,,node/393443355,yes,bus_stop,platform,Depo Kačerov,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0452239,14.4611718,,Point,,node/393443681,yes,bus_stop,platform,Pod Dálnicí,,U415Z1P,,,yes,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.044929,14.4617694,,Point,,node/393443684,yes,bus_stop,platform,Pod Dálnicí,,U415Z2P,,,yes,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1158938,14.2911419,,Point,,node/393455003,yes,bus_stop,platform,K Tuchoměřicům,B,U223Z2,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0425257,14.4737165,,Point,,node/393460096,yes,bus_stop,platform,Starý Spořilov,,U704Z1P,,,,,,,,Alt Rosenbühl,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0445334,14.4783292,,Point,,node/393460100,yes,bus_stop,platform,Roztylské náměstí,,U624Z2P,,,,,,,,Rostiler-Platz,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0444534,14.4788067,,Point,,node/393460108,yes,bus_stop,platform,Roztylské náměstí,,U624Z1P,,,,,,,,Rostiler-Platz,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0461007,14.4831626,,Point,,node/393460111,yes,bus_stop,platform,Lešanská,,U322Z2P,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0455727,14.4845461,,Point,,node/393460113,yes,bus_stop,platform,Lešanská,,U322Z3P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0430126,14.4876409,,Point,,node/393460114,yes,bus_stop,platform,Nad Pahorkem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.043015,14.4902476,,Point,,node/393460118,yes,bus_stop,platform,Choceradská,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.106826,14.5609596,,Point,,node/393725630,,,,"Rajská zahrada, Metro B",,,,,,,subway_entrance,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0340835,14.4833792,,Point,,node/393947994,yes,bus_stop,platform,Dědinova,,U1032Z2,,,,,,,,,yes,,B,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0264983,14.4942227,,Point,,node/393952362,yes,bus_stop,platform,Jarníkova,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0267854,14.4941257,,Point,,node/393952364,yes,bus_stop,platform,Jarníkova,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0172775,14.4995488,,Point,,node/393952369,yes,bus_stop,platform,Koleje Jižní Město,A,U271Z1P,,,,,,,,,,forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.010991,14.4714939,,Point,,node/393965583,yes,bus_stop,platform,Dobronická,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0110333,14.4724919,,Point,,node/393965584,yes,bus_stop,platform,Dobronická,,,PID,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0109683,14.4773103,,Point,,node/393969688,,bus_stop,platform,U Tří svatých,C,U799Z3,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.066276,14.3112482,,Point,,node/394500543,yes,bus_stop,platform,Nevanova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0663395,14.3113812,,Point,,node/394500547,yes,bus_stop,platform,Nevanova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.110974,14.3305028,,Point,,node/394820951,yes,bus_stop,platform,Škola Nebušice,A,U905Z1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1108507,14.3308285,,Point,,node/394820955,yes,bus_stop,platform,Škola Nebušice,B,U905Z2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1104901,14.3347556,,Point,,node/394820957,yes,bus_stop,platform,Na Parcelách,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1104936,14.3355742,,Point,,node/394820959,yes,bus_stop,platform,Na Parcelách,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1099481,14.3411575,,Point,,node/394820999,yes,bus_stop,platform,Průhonský háj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1100586,14.3408736,,Point,,node/394821002,yes,bus_stop,platform,Průhonský háj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1092123,14.3453914,,Point,,node/394821007,yes,bus_stop,platform,Nad Habrovkou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1088407,14.3463463,,Point,,node/394821010,yes,bus_stop,platform,Nad Habrovkou,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0737193,14.4151823,,Point,,node/403878170,,,,"Karlovo náměstí, metro B",,,,,,,subway_entrance,,,"Karlsplatz, U-Bahn B",,,,,,"Карлова площадь, метро Б",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0757055,14.4184198,,Point,,node/403878171,,,,"Karlovo náměstí, metro B",,,,,,,subway_entrance,IPR Praha:DMP,,"Karlsplatz, U-Bahn B",,,,,,"Карлова площадь, метро Б",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1051882,14.4755143,,Point,,node/403878218,,,,"Palmovka, metro B",,,,,,,subway_entrance,,,"Palmhof, U-Bahn B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1048211,14.4761237,,Point,,node/403878219,,,,"Palmovka, metro B",,,,,,,subway_entrance,,,"Palmhof, U-Bahn B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
